"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Viv's Paycheck (TD)","","31-10-2022","Transfer : Credit Card (TG)","","","","",2500.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","KYLIEHOCKLEY.CA ST. JACOBS ON","Tax Deductible: Medical","Tax Deductible","Medical","",141.25$,0.00$,"Reconciled"
"BBC Visa","","31-10-2022","","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","Intuit",140.65$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","PROACTIVE PELVIC HEALT TORONTO ON","Tax Deductible: Medical","Tax Deductible","Medical","",105.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",70.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","Shoppers Drug Mart","Tax Deductible: Medical","Tax Deductible","Medical","",35.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",30.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","TORONTO EAST HOME HARD TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",14.44$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-10-2022","MONTHLY ACCOUNT FEE","Cumulative: Fees","Cumulative","Fees","",10.95$,0.00$,"Reconciled"
"Credit Card (TG)","","31-10-2022","ZAV COFFEE SHOP & Toronto ON","Cumulative: Eating Out","Cumulative","Eating Out","",6.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","31-10-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.07$,"Reconciled"
"CC Rewards (TG)","","31-10-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.19$,"Reconciled"
"Viv's Paycheck (TD)","","31-10-2022","ACCT BAL REBATE","Cumulative: Fees","Cumulative","Fees","",0.00$,10.95$,"Reconciled"
"Reconcile account","","31-10-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","Vivian's Pension",0.00$,275.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-10-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2159.87$,"Reconciled"
"Credit Card (TG)","","31-10-2022","Transfer : Viv's Paycheck (TD)","","","","",0.00$,2500.00$,"Reconciled"
"Credit Card (TG)","","28-10-2022","FreshCo","Monthly: Groceries","Monthly","Groceries","",110.01$,0.00$,"Reconciled"
"Credit Card (TG)","","28-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",12.42$,0.00$,"Reconciled"
"Credit Card (TG)","","28-10-2022","Shoppers Drug Mart","Tax Deductible: Medical","Tax Deductible","Medical","",10.15$,0.00$,"Reconciled"
"Credit Card (TG)","","28-10-2022","Shoppers Drug Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",7.99$,0.00$,"Reconciled"
"CC Rewards (TG)","","28-10-2022","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,33.12$,"Reconciled"
"Credit Card (TG)","","27-10-2022","UDEMY: ONLINE COURSES","Cumulative: Tim's Choice","Cumulative","Tim's Choice","",20.33$,0.00$,"Reconciled"
"Credit Card (TG)","","26-10-2022","Bulk Barn","Cumulative: Gifts","Cumulative","Gifts","Alisha Cheesecake",49.94$,0.00$,"Reconciled"
"Credit Card (TG)","","26-10-2022","YOUTUBE VIDEOS INTERNET NS","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","",5.64$,0.00$,"Reconciled"
"Credit Card (TG)","","24-10-2022","Lululemon","Cumulative: Clothes","Cumulative","Clothes","Timmy coat",189.84$,0.00$,"Reconciled"
"Everyday Checking (TG)","","24-10-2022","Intact Insurance Company","Cumulative: Car","Cumulative","Car","",139.95$,0.00$,"Reconciled"
"Credit Card (TG)","","24-10-2022","PETROCAN SUTTON ON","Cumulative: Car","Cumulative","Car","",49.63$,0.00$,"Reconciled"
"Everyday Checking (TG)","","23-10-2022","Beattie Book Solutions","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,3015.00$,"Reconciled"
"Credit Card (TG)","","21-10-2022","FreshCo","Monthly: Groceries","Monthly","Groceries","",136.69$,0.00$,"Reconciled"
"Credit Card (TG)","","21-10-2022","PRESTO WOODBINE STN TORONTO ON","Cumulative: Public Transportation","Cumulative","Public Transportation","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","Patagonia-Toronto Toronto ON","Cumulative: Clothes","Cumulative","Clothes","rain coat - Timmy",213.57$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","Massage","Tax Deductible: Medical","Tax Deductible","Medical","",101.70$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","BELL CANADA (OB) MONTREAL QC","Monthly: Internet","Monthly","Internet","",56.44$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","PRESTO BAY STN TORONTO ON","Cumulative: Public Transportation","Cumulative","Public Transportation","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","IQLIVING TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",45.19$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","RITUAL-FRESHII (BAY/CU TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","",17.89$,0.00$,"Reconciled"
"Credit Card (TG)","","20-10-2022","FRESHWEST GRILL Toronto ON","Cumulative: Eating Out","Cumulative","Eating Out","",13.50$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","20-10-2022","MANULIFE INS","Tax Deductible: Medical","Tax Deductible","Medical","",0.00$,141.25$,"Reconciled"
"Credit Card (TG)","","19-10-2022","WELL.CA GUELPH ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",220.26$,0.00$,"Reconciled"
"Credit Card (TG)","","19-10-2022","THE PINK STUDIO TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","",22.60$,0.00$,"Reconciled"
"Credit Card (TG)","","19-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",19.75$,0.00$,"Reconciled"
"Credit Card (TG)","","19-10-2022","Value Village","Cumulative: Exercise","Cumulative","Exercise","books",10.48$,0.00$,"Reconciled"
"Credit Card (TG)","","19-10-2022","1016-MAIN SQUARE CRC TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","swimming",4.50$,0.00$,"Reconciled"
"Credit Card (TG)","","18-10-2022","SECOND CUP # 9124 TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","",7.06$,0.00$,"Reconciled"
"Credit Card (TG)","","18-10-2022","1016-MAIN SQUARE CRC TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","swimming",4.50$,0.00$,"Reconciled"
"BBC Chequing","","18-10-2022","Interac E Transfer","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",0.00$,500.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","PROACTIVE PELVIC HEALT TORONTO ON","Tax Deductible: Medical","Tax Deductible","Medical","",175.00$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","KYLIEHOCKLEY.CA ST. JACOBS ON","Tax Deductible: Medical","Tax Deductible","Medical","",141.25$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","PIZZAIOLO #1528 OLM TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",90.40$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",14.96$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","RITUAL-KEBABERIE TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","",13.28$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","Bulk Barn","Monthly: Groceries","Monthly","Groceries","",10.80$,0.00$,"Reconciled"
"Credit Card (TG)","","17-10-2022","DESSERT LADY CAFE & BA TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","",5.37$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","17-10-2022","MANULIFE INS","Tax Deductible: Medical","Tax Deductible","Medical","",0.00$,134.00$,"Reconciled"
"Viv's Paycheck (TD)","","17-10-2022","MOBILE DEPOSIT","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",0.00$,293.32$,"Reconciled"
"Everyday Checking (TG)","","15-10-2022","INTERAC e-Transfer To: Bender BookConsulting","Cumulative: Special Splurge","Cumulative","Special Splurge","",500.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-10-2022","INTERAC e-Transfer To: Elysia FT","Cumulative: Travel","Cumulative","Travel","",22.70$,0.00$,"Reconciled"
"Everyday Checking (TG)","","15-10-2022","Cancelled INTERAC e-Transfer To: Elysia FT","Cumulative: Travel","Cumulative","Travel","",0.00$,22.70$,"Reconciled"
"Credit Card (TG)","","14-10-2022","SP LOOPUS","Tax Deductible: Medical","Tax Deductible","Medical","",29.06$,0.00$,"Reconciled"
"Credit Card (TG)","","14-10-2022","SOBEYS #938 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",17.58$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","14-10-2022","CANADA CAI","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,139.75$,"Reconciled"
"Everyday Checking (TG)","","14-10-2022","Beattie Book Solutions","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1614.18$,"Reconciled"
"Credit Card (TG)","","13-10-2022","MADE TO MOVE NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","",130.00$,0.00$,"Reconciled"
"Credit Card (TG)","","13-10-2022","MEC","Cumulative: Bike","Cumulative","Bike","bike pump",50.79$,0.00$,"Reconciled"
"Credit Card (TG)","","13-10-2022","Bulk Barn","Monthly: Groceries","Monthly","Groceries","",18.58$,0.00$,"Reconciled"
"Credit Card (TG)","","13-10-2022","BOOK OUTLET CANADA THOROLD ON","Cumulative: Gifts","Cumulative","Gifts","HTWFAIP for Matt",17.06$,0.00$,"Reconciled"
"Credit Card (TG)","","12-10-2022","No Frills","Monthly: Groceries","Monthly","Groceries","",121.33$,0.00$,"Reconciled"
"Credit Card (TG)","","12-10-2022","Massage","Tax Deductible: Medical","Tax Deductible","Medical","",101.70$,0.00$,"Reconciled"
"Credit Card (TG)","","12-10-2022","1016-MAIN SQUARE CRC TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","swimming",4.50$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","Bike Share Toronto","Cumulative: Bike","Cumulative","Bike","bike share",129.95$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","MATTHEW HOUSE TORONTO LONDON ON","Tax Deductible: God's Money","Tax Deductible","God's Money","",108.31$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","FIDO Mobile ******1514 ON","Monthly: Cellphone","Monthly","Cellphone","",107.35$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","PETROCAN WATERLOO ON","Cumulative: Car","Cumulative","Car","gas",102.72$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","AKA SOLUTIONS TORONTO ON","Cumulative: Clothes","Cumulative","Clothes","backpack repair",33.90$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","Parking","Cumulative: Car","Cumulative","Car","",20.00$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","BAR BURRITO TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","",14.45$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","BOOSTER JUICE #199 MISSISSAUGA ON","Cumulative: Eating Out","Cumulative","Eating Out","",9.59$,0.00$,"Reconciled"
"Credit Card (TG)","","11-10-2022","DOLLARAMA # 764 TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","canning",9.46$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","11-10-2022","E-TRANSFER ***xhP","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","spiritual director",0.00$,50.00$,"Reconciled"
"Cash","","08-10-2022","Farmers Market","Monthly: Groceries","Monthly","Groceries","maple syrup and eggs",65.00$,0.00$,"Reconciled"
"Cash","","08-10-2022","Farmers Market","Cumulative: Home Improvement","Cumulative","Home Improvement","candles",60.00$,0.00$,"Reconciled"
"Cash","","08-10-2022","Farmers Market","Cumulative: Exercise","Cumulative","Exercise","applies for canning",45.00$,0.00$,"Reconciled"
"Cash","","08-10-2022","Farmers Market","Hidden Categories: Alcohol","Hidden Categories","Alcohol","gingerbread gin",27.00$,0.00$,"Reconciled"
"Cash","","08-10-2022","Farmers Market","Cumulative: Eating Out","Cumulative","Eating Out","pretzels",8.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","07-10-2022","Transfer : Credit Card (TG)","","","","",4000.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","07-10-2022","Transfer : Timmy's Invest (WS)","","","","",2500.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","07-10-2022","Costco","Cumulative: Gifts","Cumulative","Gifts","Split (1/2) ",25.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","07-10-2022","Costco","Monthly: Groceries","Monthly","Groceries","Split (2/2) ",54.95$,0.00$,"Reconciled"
"Credit Card (TG)","","07-10-2022","Home Depot","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",67.98$,0.00$,"Reconciled"
"Credit Card (TG)","","07-10-2022","THE PINK STUDIO TORONTO ON","Cumulative: Exercise","Cumulative","Exercise","",22.60$,0.00$,"Reconciled"
"Timmy's Invest (WS)","","07-10-2022","Transfer : Everyday Checking (TG)","","","","",0.00$,2500.00$,"Reconciled"
"Credit Card (TG)","","07-10-2022","Transfer : Viv's Paycheck (TD)","","","","",0.00$,4000.00$,"Reconciled"
"Viv's Invest (WS)","","06-10-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",694.33$,0.00$,"Reconciled"
"Timmy's Invest (WS)","","06-10-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",579.11$,0.00$,"Reconciled"
"Timmy's Trade (WS)","","06-10-2022","Investment Gain/Loss","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss","",348.03$,0.00$,"Reconciled"
"Credit Card (TG)","","06-10-2022","TORONTO EAST HOME HARD TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",43.35$,0.00$,"Reconciled"
"Credit Card (TG)","","06-10-2022","WORLD VISION MISSISSAUGA ON","Tax Deductible: God's Money","Tax Deductible","God's Money","",39.00$,0.00$,"Reconciled"
"Credit Card (TG)","","06-10-2022","Shoppers Drug Mart","Tax Deductible: Medical","Tax Deductible","Medical","",11.85$,0.00$,"Reconciled"
"Cash","","06-10-2022","Kijiji","Inflow: Ready to Assign","Inflow","Ready to Assign","Sold portable monitor",0.00$,110.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","MADE TO MOVE NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","",95.00$,0.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","INDIGO ONLINE BRAMPTON ON","Cumulative: Exercise","Cumulative","Exercise","",44.14$,0.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","INDIGO ONLINE BRAMPTON ON","Cumulative: Exercise","Cumulative","Exercise","",27.29$,0.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","TORONTO EAST HOME HARD TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",21.42$,0.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","FRESH ONE MARKET TORONTO ON","Monthly: Groceries","Monthly","Groceries","",14.00$,0.00$,"Reconciled"
"Credit Card (TG)","","05-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",0.00$,84.74$,"Reconciled"
"Credit Card (TG)","","04-10-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",100.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","04-10-2022","EFT Withdrawal to INTER-VARSITY","Tax Deductible: God's Money","Tax Deductible","God's Money","Matt and Sevda",50.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","04-10-2022","INTERAC e-Transfer To: Kathy Gust","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","04-10-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",48.15$,0.00$,"Reconciled"
"Credit Card (TG)","","04-10-2022","TORONTO EAST HOME HARD TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",10.16$,0.00$,"Reconciled"
"BBC Chequing","","04-10-2022","Transfer Current Referral Ref:200216302","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,50.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","IKEA BURLINGTON BURLINGTON ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","lighting",366.91$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",130.56$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","THE ROYAL CONSERVATORY TORONTO ON","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","mike janzen",80.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-10-2022","EFT Withdrawal to TORONTO HYDRO","Hidden Categories: Hydro","Hidden Categories","Hydro","",71.24$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",70.00$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","MOBIL@ - 4131 TORONTO ON","Cumulative: Car","Cumulative","Car","",69.87$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-10-2022","Interac - Purchase - CANADIAN TIRE #273 TORONTO, ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",65.49$,0.00$,"Reconciled"
"BBC Visa","","03-10-2022","","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","Intuit",50.52$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","FreshCo","Monthly: Groceries","Monthly","Groceries","",45.65$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","AID TO WOMEN TORONTO ON","Tax Deductible: God's Money","Tax Deductible","God's Money","",37.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-10-2022","EFT Withdrawal to Economical Ins.","Hidden Categories: Rent","Hidden Categories","Rent","",33.92$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",30.00$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","REDSTONE WINERY BEAMSVILLE ON","Hidden Categories: Alcohol","Hidden Categories","Alcohol","",21.30$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","PUDDICOMBE ESTATE WINE STONEY CREEK ON","Hidden Categories: Alcohol","Hidden Categories","Alcohol","",20.85$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","YALLA MIDDLE EASTERN G BEAMSVILLE ON","Cumulative: Eating Out","Cumulative","Eating Out","",14.91$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",10.17$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",9.03$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","STAPLESPRINT.CA RICHMOND HILL ON","Cumulative: Weddings","Cumulative","Weddings","",6.06$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","Parking","Cumulative: Car","Cumulative","Car","",6.00$,0.00$,"Reconciled"
"Credit Card (TG)","","03-10-2022","DOLLARAMA # 666 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",1.41$,0.00$,"Reconciled"
"Everyday Checking (TG)","","01-10-2022","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Rent","Hidden Categories","Rent","Split (1/2) ",1600.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","01-10-2022","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Hydro","Hidden Categories","Hydro","Split (2/2) ",26.83$,0.00$,"Reconciled"
"Everyday Checking (TG)","","30-09-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.07$,"Reconciled"
"CC Rewards (TG)","","30-09-2022","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.15$,"Reconciled"
"Reconcile account","","30-09-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","Vivian's Pension",0.00$,275.00$,"Reconciled"
"Credit Card (TG)","","29-09-2022","SOBEYS #938 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",22.05$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","29-09-2022","MONTHLY ACCOUNT FEE","Cumulative: Fees","Cumulative","Fees","",10.95$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","29-09-2022","ACCT BAL REBATE","Cumulative: Fees","Cumulative","Fees","",0.00$,10.95$,"Reconciled"
"Viv's Paycheck (TD)","","29-09-2022","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2159.87$,"Reconciled"
"Everyday Checking (TG)","","28-09-2022","INTERAC e-Transfer To: Erin Laughlin","Cumulative: Weddings","Cumulative","Weddings","",76.00$,0.00$,"Reconciled"
"Credit Card (TG)","","28-09-2022","STAPLESPRINT.CA RICHMOND HILL ON","Cumulative: Weddings","Cumulative","Weddings","will be paid back by lise",43.31$,0.00$,"Reconciled"
"CC Rewards (TG)","","28-09-2022","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,37.10$,"Reconciled"
"Everyday Checking (TG)","","28-09-2022","Beattie Book Solutions","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1614.18$,"Reconciled"
"Credit Card (TG)","","27-09-2022","Amazon","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","Split (1/2) ",79.43$,0.00$,"Reconciled"
"Credit Card (TG)","","27-09-2022","Amazon","Cumulative: Weddings","Cumulative","Weddings","Split (2/2) ",79.44$,0.00$,"Reconciled"
"Credit Card (TG)","","27-09-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",11.45$,0.00$,"Reconciled"
"Credit Card (TG)","","27-09-2022","FreshCo","Monthly: Groceries","Monthly","Groceries","",9.09$,0.00$,"Reconciled"
"Credit Card (TG)","","27-09-2022","Value Mart","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",2.97$,0.00$,"Reconciled"
"Everyday Checking (TG)","","26-09-2022","Intact Insurance Company","Cumulative: Car","Cumulative","Car","",139.95$,0.00$,"Reconciled"
"Credit Card (TG)","","26-09-2022","SOBEYS #938 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",36.71$,0.00$,"Reconciled"
"Credit Card (TG)","","26-09-2022","Walmart","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","",35.55$,0.00$,"Reconciled"
"Credit Card (TG)","","26-09-2022","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",22.60$,0.00$,"Reconciled"
"Credit Card (TG)","","26-09-2022","DAVE & ANNETTE'S NO FR MARKHAM ON","Monthly: Groceries","Monthly","Groceries","",22.53$,0.00$,"Reconciled"
"Credit Card (TG)","","26-09-2022","NOFRILLS STEPHEN'S #34 SCARBOROUGH ON","Monthly: Groceries","Monthly","Groceries","",6.29$,0.00$,"Reconciled"
"Cash","","25-09-2022","Kijiji","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","L desk for office",150.00$,0.00$,"Reconciled"
"Credit Card (TG)","","23-09-2022","STAPLES STORE #286 TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","pencils and folders",33.32$,0.00$,"Reconciled"
"Credit Card (TG)","","23-09-2022","NOFRILLS ROCCA'S #3931 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",19.10$,0.00$,"Reconciled"
"Credit Card (TG)","","23-09-2022","FOOD BASICS 875 TORONTO ON","Monthly: Groceries","Monthly","Groceries","",12.99$,0.00$,"Reconciled"
"Credit Card (TG)","","22-09-2022","CROW'S THEATRE CIRCUS TORONTO ON","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","uncle vanya",163.86$,0.00$,"Reconciled"
"Credit Card (TG)","","22-09-2022","STAPLESPRINT.CA RICHMOND HILL ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","visual aids",35.70$,0.00$,"Reconciled"
"Credit Card (TG)","","22-09-2022","MOBERLY NATURAL FOODS TORONTO ON","Monthly: Groceries","Monthly","Groceries","pesto",11.18$,0.00$,"Reconciled"
"Credit Card (TG)","","21-09-2022","No Frills","Monthly: Groceries","Monthly","Groceries","",172.40$,0.00$,"Reconciled"
"Credit Card (TG)","","21-09-2022","Canadian Tire","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","more moving out stuff",129.92$,0.00$,"Reconciled"
"Everyday Checking (TG)","","21-09-2022","Transfer : Cash","","","","",80.00$,0.00$,"Reconciled"
"Credit Card (TG)","","21-09-2022","THE STOCK ROOM NORTH YORK ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","patio umbrella",37.29$,0.00$,"Reconciled"
"Glebeholme Expenses","","21-09-2022","Simpsons","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","movie night taking of pelham 123",5.64$,0.00$,"Reconciled"
"Cash","","21-09-2022","Transfer : Everyday Checking (TG)","","","","",0.00$,80.00$,"Reconciled"
"Credit Card (TG)","","20-09-2022","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",296.00$,0.00$,"Reconciled"
"Cash","","20-09-2022","wedding","Cumulative: Weddings","Cumulative","Weddings","dress alterations",60.00$,0.00$,"Reconciled"
"Credit Card (TG)","","20-09-2022","BELL CANADA (OB) MONTREAL QC","Monthly: Internet","Monthly","Internet","",51.35$,0.00$,"Reconciled"
"Credit Card (TG)","","20-09-2022","DOLLARAMA # 764 TORONTO ON","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund","plant pots",17.80$,0.00$,"Reconciled"
"Credit Card (TG)","","20-09-2022","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",5.65$,0.00$,"Reconciled"
"Glebeholme Expenses","","19-09-2022","Transfer : Everyday Checking (TG)","","","","payback from simposons",542.19$,0.00$,"Reconciled"
"Credit Card (TG)","","19-09-2022","FreshCo","Monthly: Groceries","Monthly","Groceries","Split (1/2) ",77.95$,0.00$,"Reconciled"
"Credit Card (TG)","","19-09-2022","FreshCo","Hidden Categories: Alcohol","Hidden Categories","Alcohol","Split (2/2) ",20.00$,0.00$,"Reconciled"
